ID,Marital Status,Gender,Income,Children,Education,Occupation,Home Owner,Cars,Commute Distance,City,Age,Purchased Bike,Tax
22719,S,M,"$110,000.00 ",3,Bachelors,Management,Yes,4,2-5 Miles,"Chicago, Illinois",40,Yes,4498
22042,M,F,"$70,000.00 ",0,Partial College,Skilled Manual,Yes,2,5-10 Miles,"Chicago, Illinois",34,Yes,4194
21451,M,F,"$40,000.00 ",4,High School,Professional,Yes,2,10+ Miles,"Chicago, Illinois",61,No,1389
20754,M,M,"$30,000.00 ",2,High School,Skilled Manual,Yes,2,1-2 Miles,"Chicago, Illinois",51,No,2756
12153,S,F,"$70,000.00 ",3,Partial College,Professional,Yes,1,5-10 Miles,"Chicago, Illinois",49,Yes,3243
16895,M,F,"$40,000.00 ",3,Partial College,Professional,No,2,1-2 Miles,"Chicago, Illinois",54,Yes,2600
26728,S,M,"$70,000.00 ",3,Graduate Degree,Management,No,2,1-2 Miles,"Chicago, Illinois",53,Yes,1195
11090,S,M,"$90,000.00 ",2,Partial College,Professional,Yes,1,2-5 Miles,"Chicago, Illinois",48,Yes,2793
15862,S,F,"$50,000.00 ",0,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,"Chicago, Illinois",33,Yes,1058
26495,S,F,"$40,000.00 ",2,High School,Professional,Yes,2,10+ Miles,"Chicago, Illinois",57,No,4604
11823,M,F,"$70,000.00 ",0,Graduate Degree,Professional,Yes,0,2-5 Miles,"Chicago, Illinois",39,No,4175
23449,M,M,"$60,000.00 ",2,High School,Professional,Yes,2,5-10 Miles,"Chicago, Illinois",48,No,1028
23459,M,M,"$60,000.00 ",2,High School,Professional,Yes,2,5-10 Miles,"Chicago, Illinois",50,No,3251
19543,M,M,"$70,000.00 ",5,Graduate Degree,Professional,No,3,10+ Miles,"Chicago, Illinois",47,No,4141
14914,M,F,"$40,000.00 ",1,Partial College,Clerical,Yes,1,1-2 Miles,"Chicago, Illinois",49,Yes,1280
12033,S,F,"$40,000.00 ",0,High School,Skilled Manual,No,2,0-1 Miles,"Chicago, Illinois",27,Yes,2516
11941,S,M,"$60,000.00 ",0,Partial College,Skilled Manual,Yes,0,5-10 Miles,"Chicago, Illinois",29,No,1001
14389,M,M,"$60,000.00 ",2,Bachelors,Management,Yes,0,2-5 Miles,"Chicago, Illinois",59,No,2915
18050,M,F,"$60,000.00 ",1,Partial College,Skilled Manual,Yes,1,0-1 Miles,"Chicago, Illinois",45,Yes,1076
19856,M,F,"$60,000.00 ",4,Bachelors,Management,Yes,2,2-5 Miles,"Chicago, Illinois",60,No,3172
11663,M,M,"$70,000.00 ",4,Graduate Degree,Professional,Yes,0,0-1 Miles,"Chicago, Illinois",36,Yes,2110
27740,M,F,"$40,000.00 ",0,High School,Skilled Manual,Yes,2,5-10 Miles,"Chicago, Illinois",27,No,4341
23455,S,M,"$80,000.00 ",2,Partial High School,Skilled Manual,No,2,1-2 Miles,"Chicago, Illinois",50,No,2500
15292,S,F,"$60,000.00 ",1,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,"Chicago, Illinois",35,No,4647
21587,M,F,"$60,000.00 ",1,Graduate Degree,Skilled Manual,Yes,0,2-5 Miles,"Chicago, Illinois",34,Yes,3636
23513,M,F,"$40,000.00 ",3,Partial College,Professional,Yes,2,5-10 Miles,"Chicago, Illinois",54,No,1788
24322,M,F,"$60,000.00 ",4,Bachelors,Skilled Manual,No,2,0-1 Miles,"Chicago, Illinois",42,No,2834
26298,M,F,"$50,000.00 ",1,Bachelors,Skilled Manual,Yes,0,2-5 Miles,"Chicago, Illinois",34,Yes,1705
25419,S,M,"$50,000.00 ",2,Bachelors,Skilled Manual,No,1,0-1 Miles,"Chicago, Illinois",38,Yes,1119
13343,M,F,"$90,000.00 ",5,Bachelors,Management,Yes,2,1-2 Miles,"Chicago, Illinois",63,Yes,1698
11303,S,F,"$90,000.00 ",4,High School,Professional,No,3,1-2 Miles,"Chicago, Illinois",45,Yes,4503
21693,S,F,"$60,000.00 ",0,Graduate Degree,Skilled Manual,No,0,0-1 Miles,"Chicago, Illinois",40,No,2017
28056,M,M,"$70,000.00 ",2,Partial High School,Skilled Manual,Yes,2,10+ Miles,"Chicago, Illinois",53,No,4155
11788,S,F,"$70,000.00 ",1,Graduate Degree,Professional,Yes,0,2-5 Miles,"Chicago, Illinois",34,No,2677
22296,M,M,"$70,000.00 ",0,Bachelors,Professional,No,1,0-1 Miles,"Chicago, Illinois",38,No,2881
15319,M,F,"$70,000.00 ",4,Bachelors,Management,No,1,1-2 Miles,"Chicago, Illinois",59,No,3374
17654,S,F,"$40,000.00 ",3,Partial College,Clerical,Yes,1,1-2 Miles,"Chicago, Illinois",30,Yes,2899
14662,M,M,"$60,000.00 ",1,Bachelors,Professional,Yes,1,0-1 Miles,"Chicago, Illinois",48,Yes,4660
17541,M,F,"$40,000.00 ",4,High School,Skilled Manual,Yes,2,2-5 Miles,"Chicago, Illinois",43,No,2498
13886,M,F,"$70,000.00 ",4,Graduate Degree,Professional,Yes,0,2-5 Miles,"Chicago, Illinois",35,Yes,3631
13073,M,F,"$60,000.00 ",0,Partial College,Professional,Yes,2,5-10 Miles,"Chicago, Illinois",30,No,3207
21940,M,M,"$90,000.00 ",5,Graduate Degree,Professional,Yes,0,0-1 Miles,"Chicago, Illinois",47,Yes,3280
20196,M,M,"$60,000.00 ",1,Partial College,Skilled Manual,Yes,1,2-5 Miles,"Chicago, Illinois",45,Yes,4271
23491,S,M,"$100,000.00 ",0,Partial College,Professional,No,4,1-2 Miles,"Chicago, Illinois",45,No,3863
16651,M,F,"$120,000.00 ",2,Bachelors,Management,Yes,3,5-10 Miles,"Chicago, Illinois",62,No,4306
16813,M,M,"$60,000.00 ",2,Partial College,Professional,Yes,2,10+ Miles,"Chicago, Illinois",55,No,3948
16007,M,F,"$90,000.00 ",5,Bachelors,Management,Yes,2,1-2 Miles,"Chicago, Illinois",66,Yes,3940
27434,S,M,"$70,000.00 ",4,Partial College,Professional,Yes,1,10+ Miles,"Chicago, Illinois",56,No,2579
27756,S,F,"$50,000.00 ",3,Bachelors,Skilled Manual,No,1,0-1 Miles,"Chicago, Illinois",40,No,1758
23818,M,F,"$50,000.00 ",0,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,"Chicago, Illinois",33,Yes,4285
19012,M,M,"$80,000.00 ",3,Bachelors,Management,Yes,1,1-2 Miles,"Chicago, Illinois",56,No,2928
18329,S,M,"$30,000.00 ",0,Partial High School,Clerical,No,2,5-10 Miles,"Chicago, Illinois",27,No,3818
29037,M,M,"$60,000.00 ",0,Graduate Degree,Professional,No,0,0-1 Miles,"Chicago, Illinois",39,No,4058
26576,M,F,"$60,000.00 ",0,Partial College,Skilled Manual,Yes,2,5-10 Miles,"Chicago, Illinois",31,No,4268
12192,S,F,"$60,000.00 ",2,Partial High School,Skilled Manual,No,2,1-2 Miles,"Chicago, Illinois",51,No,2820
14887,M,F,"$30,000.00 ",1,High School,Clerical,Yes,1,5-10 Miles,"Chicago, Illinois",52,No,1992
11734,M,M,"$60,000.00 ",1,Partial College,Skilled Manual,No,1,0-1 Miles,"Chicago, Illinois",47,No,3540
17462,M,M,"$70,000.00 ",3,Graduate Degree,Management,Yes,2,5-10 Miles,"Chicago, Illinois",53,Yes,4625
20659,M,M,"$70,000.00 ",3,Graduate Degree,Professional,Yes,0,0-1 Miles,"Chicago, Illinois",35,Yes,3461
28004,M,F,"$60,000.00 ",3,Bachelors,Management,Yes,2,10+ Miles,"Chicago, Illinois",66,No,1447
19741,S,F,"$80,000.00 ",4,Graduate Degree,Management,Yes,2,5-10 Miles,"Chicago, Illinois",65,No,2957
17450,M,M,"$80,000.00 ",5,Partial College,Professional,Yes,3,5-10 Miles,"Chicago, Illinois",45,No,1001
17337,S,M,"$40,000.00 ",0,High School,Skilled Manual,Yes,1,5-10 Miles,"Chicago, Illinois",31,No,1050
18594,S,F,"$80,000.00 ",3,Bachelors,Skilled Manual,Yes,3,10+ Miles,"Chicago, Illinois",40,Yes,3757
15982,M,M,"$110,000.00 ",5,Partial College,Professional,Yes,4,2-5 Miles,"Chicago, Illinois",46,No,2872
28625,S,M,"$40,000.00 ",2,Partial College,Clerical,No,1,1-2 Miles,"Chicago, Illinois",47,Yes,3030
11269,M,M,"$130,000.00 ",2,Graduate Degree,Management,Yes,2,0-1 Miles,"Chicago, Illinois",41,No,3937
25148,M,M,"$60,000.00 ",2,High School,Professional,No,2,1-2 Miles,"Chicago, Illinois",48,Yes,4340
13920,S,F,"$50,000.00 ",4,Bachelors,Skilled Manual,Yes,2,0-1 Miles,"Chicago, Illinois",42,No,1197
23704,S,M,"$40,000.00 ",5,High School,Professional,Yes,4,10+ Miles,"Chicago, Illinois",60,Yes,3917
28972,S,F,"$60,000.00 ",3,Graduate Degree,Management,Yes,2,10+ Miles,"Chicago, Illinois",66,No,3198
22730,M,M,"$70,000.00 ",5,Bachelors,Management,Yes,2,10+ Miles,"Chicago, Illinois",63,No,3265
29134,M,M,"$60,000.00 ",4,Bachelors,Skilled Manual,No,3,10+ Miles,"Chicago, Illinois",42,No,2238
14332,S,F,"$30,000.00 ",0,High School,Skilled Manual,No,2,5-10 Miles,"Chicago, Illinois",26,No,2164
19117,S,F,"$60,000.00 ",1,Graduate Degree,Professional,Yes,0,2-5 Miles,"Chicago, Illinois",36,Yes,4621
22864,M,M,"$90,000.00 ",2,Partial College,Professional,No,0,5-10 Miles,"Chicago, Illinois",49,Yes,4354
11292,S,M,"$150,000.00 ",1,Partial College,Professional,No,3,0-1 Miles,"Chicago, Illinois",44,Yes,4761
13466,M,M,"$80,000.00 ",5,Partial College,Professional,Yes,3,1-2 Miles,"Chicago, Illinois",46,No,1844
23731,M,M,"$60,000.00 ",2,High School,Professional,Yes,2,2-5 Miles,"Chicago, Illinois",54,Yes,2305
28672,S,M,"$70,000.00 ",4,Graduate Degree,Professional,Yes,0,2-5 Miles,"Chicago, Illinois",35,Yes,1295
11809,M,M,"$60,000.00 ",2,Bachelors,Skilled Manual,Yes,0,0-1 Miles,"Chicago, Illinois",38,Yes,3417
19664,S,M,"$100,000.00 ",3,Bachelors,Management,No,3,1-2 Miles,"Chicago, Illinois",38,No,3220
12121,S,M,"$60,000.00 ",3,High School,Professional,Yes,2,10+ Miles,"Chicago, Illinois",53,Yes,4414
13507,M,F,"$10,000.00 ",2,Partial College,Manual,Yes,0,1-2 Miles,"New York City, New York",50,No,2362
19280,M,M,"$120,000.00 ",2,Partial College,Manual,Yes,1,0-1 Miles,"New York City, New York",40,Yes,3784
22173,M,F,"$30,000.00 ",3,High School,Skilled Manual,No,2,1-2 Miles,"Los Angeles, California",54,Yes,1012
12697,S,F,"$90,000.00 ",0,Bachelors,Professional,No,4,10+ Miles,"Los Angeles, California",36,No,4767
11434,M,M,"$170,000.00 ",5,Partial College,Professional,Yes,0,0-1 Miles,"New York City, New York",55,No,4524
25323,M,M,"$40,000.00 ",2,Partial College,Clerical,Yes,1,1-2 Miles,"New York City, New York",35,Yes,4761
23542,S,M,"$60,000.00 ",1,Partial College,Skilled Manual,No,1,0-1 Miles,"Los Angeles, California",45,Yes,2267
20870,S,F,"$10,000.00 ",2,High School,Manual,Yes,1,0-1 Miles,"New York City, New York",38,Yes,4232
23316,S,M,"$30,000.00 ",3,Partial College,Clerical,No,2,1-2 Miles,"Los Angeles, California",59,Yes,2360
12610,M,F,"$30,000.00 ",1,Bachelors,Clerical,Yes,0,0-1 Miles,"New York City, New York",47,No,2211
27183,S,M,"$40,000.00 ",2,Partial College,Clerical,Yes,1,1-2 Miles,"New York City, New York",35,Yes,4986
25940,S,M,"$20,000.00 ",2,Partial High School,Clerical,Yes,2,5-10 Miles,"Los Angeles, California",55,Yes,2821
25598,M,F,"$40,000.00 ",0,Graduate Degree,Clerical,Yes,0,0-1 Miles,"New York City, New York",36,Yes,2803
21564,S,F,"$80,000.00 ",0,Bachelors,Professional,Yes,4,10+ Miles,"Los Angeles, California",35,No,3087
19193,S,M,"$40,000.00 ",2,Partial College,Clerical,Yes,0,1-2 Miles,"New York City, New York",35,Yes,2548
26412,M,F,"$80,000.00 ",5,High School,Management,No,3,5-10 Miles,"New York City, New York",56,No,4451
27184,S,M,"$40,000.00 ",2,Partial College,Clerical,No,1,0-1 Miles,"New York City, New York",34,No,4682
12590,S,M,"$30,000.00 ",1,Bachelors,Clerical,Yes,0,0-1 Miles,"New York City, New York",63,No,4039
17841,S,M,"$30,000.00 ",0,Partial College,Clerical,No,1,0-1 Miles,"New York City, New York",29,Yes,1499
18283,S,F,"$100,000.00 ",0,Bachelors,Professional,No,1,5-10 Miles,"Los Angeles, California",40,No,4652
18299,M,M,"$70,000.00 ",5,Partial College,Skilled Manual,Yes,2,5-10 Miles,"Los Angeles, California",44,No,2955
16466,S,F,"$20,000.00 ",0,Partial High School,Manual,No,2,0-1 Miles,"New York City, New York",32,Yes,4265
19273,M,F,"$20,000.00 ",2,Partial College,Manual,Yes,0,0-1 Miles,"New York City, New York",63,No,4191
22400,M,M,"$10,000.00 ",0,Partial College,Manual,No,1,0-1 Miles,"Los Angeles, California",26,Yes,1262
20942,S,F,"$20,000.00 ",0,High School,Manual,No,1,5-10 Miles,"New York City, New York",31,No,1570
18484,S,M,"$80,000.00 ",2,High School,Skilled Manual,No,2,1-2 Miles,"Los Angeles, California",50,Yes,3418
